id,unit,time,treat,treatq,treatd,fratio
12,Hungary,2010,0,0,0,13.6
12,Hungary,2011,0,0,0,5.3
12,Hungary,2012,0,0,0,7.4
12,Hungary,2013,0,0,0,11.3
12,Hungary,2014,0,0,0,11.8
12,Hungary,2015,0,0,0,17.8
12,Hungary,2016,0,0,0,12.3
12,Hungary,2017,0,0,0,14.5
12,Hungary,2018,0,0,0,14.9
12,Hungary,2019,0,0,0,12.9
13,Ireland,2003,0,0,0,6.8
13,Ireland,2004,0,0,0,5.6
13,Ireland,2005,0,0,0,6
13,Ireland,2006,0,0,0,5.1
13,Ireland,2007,0,0,0,6.7
13,Ireland,2008,0,0,0,7.1
13,Ireland,2009,0,0,0,8.300000000000001
13,Ireland,2010,0,0,0,8.4
13,Ireland,2011,0,0,0,8.800000000000001
13,Ireland,2012,0,0,0,8.699999999999999
13,Ireland,2013,0,0,0,11.1
13,Ireland,2014,0,0,0,10.9
13,Ireland,2015,0,0,0,15.3
13,Ireland,2016,0,0,0,16.5
13,Ireland,2017,0,0,0,17.6
13,Ireland,2018,0,0,0,18.7
13,Ireland,2019,0,0,0,26
14,Italy,2003,0,0,0,1.9
14,Italy,2004,0,0,0,2.5
14,Italy,2005,0,0,0,2.7
14,Italy,2006,0,0,0,3.6
14,Italy,2007,0,0,0,3.2
14,Italy,2008,0,0,0,3.9
14,Italy,2009,0,0,0,4
14,Italy,2010,0,0,0,4.5
14,Italy,2011,1,1,0,5.9
14,Italy,2012,1,1,0,10.8
14,Italy,2013,1,1,0,15
14,Italy,2014,1,1,0,24.1
14,Italy,2015,1,1,0,28.6
14,Italy,2016,1,1,0,32.3
14,Italy,2017,1,1,0,34
14,Italy,2018,1,1,0,36.4
14,Italy,2019,1,1,0,36.1
15,Latvia,2003,0,0,0,16.8
15,Latvia,2004,0,0,0,9.9
15,Latvia,2005,0,0,0,19.3
15,Latvia,2006,0,0,0,20.9
15,Latvia,2007,0,0,0,17.4
15,Latvia,2008,0,0,0,15.8
15,Latvia,2009,0,0,0,17.1
15,Latvia,2010,0,0,0,23.5
15,Latvia,2011,0,0,0,26.6
15,Latvia,2012,0,0,0,28.2
15,Latvia,2013,0,0,0,28.6
15,Latvia,2014,0,0,0,31.7
15,Latvia,2015,0,0,0,30.4
15,Latvia,2016,0,0,0,28.5
15,Latvia,2017,0,0,0,28.8
15,Latvia,2018,0,0,0,29
15,Latvia,2019,0,0,0,31.7
16,Lithuania,2003,0,0,0,0
16,Lithuania,2004,0,0,0,11.3
16,Lithuania,2005,0,0,0,10.7
16,Lithuania,2006,0,0,0,15.6
16,Lithuania,2007,0,0,0,17.5
16,Lithuania,2008,0,0,0,16.2
16,Lithuania,2009,0,0,0,15
16,Lithuania,2010,0,0,0,13.1
16,Lithuania,2011,0,0,0,14
16,Lithuania,2012,0,0,0,17.8
16,Lithuania,2013,0,0,0,16.1
16,Lithuania,2014,0,0,0,16.5
16,Lithuania,2015,0,0,0,14.3
16,Lithuania,2016,0,0,0,14.3
16,Lithuania,2017,0,0,0,14.3
16,Lithuania,2018,0,0,0,10.8
16,Lithuania,2019,0,0,0,12
17,Luxembourg,2003,0,0,0,3.8
17,Luxembourg,2004,0,0,0,4.3
17,Luxembourg,2005,0,0,0,3.2
17,Luxembourg,2006,0,0,0,1
17,Luxembourg,2007,0,0,0,2.6
17,Luxembourg,2008,0,0,0,2.6
17,Luxembourg,2009,0,0,0,2.7
17,Luxembourg,2010,0,0,0,3.5
17,Luxembourg,2011,0,0,0,5.6
17,Luxembourg,2012,0,0,0,9.699999999999999
17,Luxembourg,2013,0,0,0,11.3
17,Luxembourg,2014,0,0,0,11.7
17,Luxembourg,2015,0,0,0,12.1
17,Luxembourg,2016,0,0,0,12.9
17,Luxembourg,2017,0,0,0,12
17,Luxembourg,2018,0,0,0,13.3
17,Luxembourg,2019,0,0,0,13.1
18,Malta,2003,0,0,0,0
18,Malta,2004,0,0,0,2.3
18,Malta,2005,0,0,0,3.3
18,Malta,2006,0,0,0,4.1
18,Malta,2007,0,0,0,4.1
18,Malta,2008,0,0,0,4.3
18,Malta,2009,0,0,0,4.1
18,Malta,2010,0,0,0,2.4
18,Malta,2011,0,0,0,2.3
18,Malta,2012,0,0,0,3.5
18,Malta,2013,0,0,0,2.1
18,Malta,2014,0,0,0,2.7
18,Malta,2015,0,0,0,4.5
18,Malta,2016,0,0,0,4.5
18,Malta,2017,0,0,0,8.4
18,Malta,2018,0,0,0,9.6
18,Malta,2019,0,0,0,10
19,Netherlands,2003,0,0,0,7.6
19,Netherlands,2004,0,0,0,4.9
19,Netherlands,2005,0,0,0,6.9
19,Netherlands,2006,0,0,0,8.4
19,Netherlands,2007,0,0,0,13.9
19,Netherlands,2008,0,0,0,14.5
19,Netherlands,2009,0,0,0,15
19,Netherlands,2010,0,0,0,14.9
19,Netherlands,2011,0,0,0,17.8
19,Netherlands,2012,0,0,0,21.5
19,Netherlands,2013,1,0,1,25.1
19,Netherlands,2014,1,0,1,24.9
19,Netherlands,2015,1,0,1,25.5
19,Netherlands,2016,1,0,1,27.5
19,Netherlands,2017,1,0,1,29.5
19,Netherlands,2018,1,0,1,30.7
19,Netherlands,2019,1,0,1,34.2
20,Poland,2003,0,0,0,0
20,Poland,2004,0,0,0,9.1
20,Poland,2005,0,0,0,10.7
20,Poland,2006,0,0,0,9.4
20,Poland,2007,0,0,0,11.9
20,Poland,2008,0,0,0,10.4
20,Poland,2009,0,0,0,9.5
20,Poland,2010,0,0,0,11.6
20,Poland,2011,0,0,0,11.8
20,Poland,2012,0,0,0,11.8
20,Poland,2013,0,0,0,12.3
20,Poland,2014,0,0,0,14.6
20,Poland,2015,0,0,0,19.4
20,Poland,2016,0,0,0,18.8
20,Poland,2017,0,0,0,20.1
20,Poland,2018,0,0,0,21
20,Poland,2019,0,0,0,23.5
21,Portugal,2003,0,0,0,3.5
21,Portugal,2004,0,0,0,4.1
21,Portugal,2005,0,0,0,6.1
21,Portugal,2006,0,0,0,6.8
21,Portugal,2007,0,0,0,3.2
21,Portugal,2008,0,0,0,2.6
21,Portugal,2009,0,0,0,3.7
21,Portugal,2010,0,0,0,5.4
21,Portugal,2011,0,0,0,5.9
21,Portugal,2012,0,0,0,7.4
21,Portugal,2013,0,0,0,8.800000000000001
21,Portugal,2014,0,0,0,9.5
21,Portugal,2015,0,0,0,13.5
21,Portugal,2016,0,0,0,14.3
21,Portugal,2017,1,1,0,16.2
21,Portugal,2018,1,1,0,21.6
21,Portugal,2019,1,1,0,24.6
22,Romania,2003,0,0,0,21.4
22,Romania,2004,0,0,0,17.2
22,Romania,2005,0,0,0,12.8
22,Romania,2006,0,0,0,13
22,Romania,2007,0,0,0,17.6
22,Romania,2008,0,0,0,12
22,Romania,2009,0,0,0,11.7
22,Romania,2010,0,0,0,21.3
22,Romania,2011,0,0,0,10.4
22,Romania,2012,0,0,0,11.9
22,Romania,2013,0,0,0,7.8
22,Romania,2014,0,0,0,11
22,Romania,2015,0,0,0,11.8
22,Romania,2016,0,0,0,10.1
22,Romania,2017,0,0,0,11
22,Romania,2018,0,0,0,11
22,Romania,2019,0,0,0,12.6
23,Slovakia,2003,0,0,0,7.6
23,Slovakia,2004,0,0,0,8.4
23,Slovakia,2005,0,0,0,11.1
23,Slovakia,2006,0,0,0,9.699999999999999
23,Slovakia,2007,0,0,0,23.5
23,Slovakia,2008,0,0,0,18
23,Slovakia,2009,0,0,0,18.2
23,Slovakia,2010,0,0,0,21.6
23,Slovakia,2011,0,0,0,14.6
23,Slovakia,2012,0,0,0,13.8
23,Slovakia,2013,0,0,0,24
23,Slovakia,2014,0,0,0,18.2
23,Slovakia,2015,0,0,0,12.7
23,Slovakia,2016,0,0,0,12.5
23,Slovakia,2017,0,0,0,15.1
23,Slovakia,2018,0,0,0,24.1
23,Slovakia,2019,0,0,0,29.1
24,Slovenia,2003,0,0,0,22.9
24,Slovenia,2004,0,0,0,19
24,Slovenia,2005,0,0,0,18.9
24,Slovenia,2006,0,0,0,19.3
24,Slovenia,2007,0,0,0,15.4
24,Slovenia,2008,0,0,0,18.4
24,Slovenia,2009,0,0,0,10
24,Slovenia,2010,0,0,0,9.800000000000001
24,Slovenia,2011,0,0,0,14.2
24,Slovenia,2012,0,0,0,18.7
24,Slovenia,2013,0,0,0,21.6
24,Slovenia,2014,0,0,0,19.9
24,Slovenia,2015,0,0,0,21.5
24,Slovenia,2016,0,0,0,24.8
24,Slovenia,2017,0,0,0,22.6
24,Slovenia,2018,0,0,0,27.9
24,Slovenia,2019,0,0,0,24.6
25,Sweden,2003,0,0,0,17.5
25,Sweden,2004,0,0,0,21.3
25,Sweden,2005,0,0,0,24
25,Sweden,2006,0,0,0,24.4
25,Sweden,2007,0,0,0,23.8
25,Sweden,2008,0,0,0,26.9
25,Sweden,2009,0,0,0,26.8
25,Sweden,2010,0,0,0,26.4
25,Sweden,2011,0,0,0,24.7
25,Sweden,2012,0,0,0,25.5
25,Sweden,2013,0,0,0,26.5
25,Sweden,2014,1,0,1,27.6
25,Sweden,2015,1,0,1,32.6
25,Sweden,2016,1,0,1,36.9
25,Sweden,2017,1,0,1,36.3
25,Sweden,2018,1,0,1,36.1
25,Sweden,2019,1,0,1,37.5
26,United Kingdom,2003,0,0,0,15.2
26,United Kingdom,2004,0,0,0,13.2
26,United Kingdom,2005,0,0,0,12.7
26,United Kingdom,2006,0,0,0,12.1
26,United Kingdom,2007,0,0,0,11.4
26,United Kingdom,2008,0,0,0,12.4
26,United Kingdom,2009,0,0,0,12.3
26,United Kingdom,2010,0,0,0,13.3
26,United Kingdom,2011,1,0,1,16.3
26,United Kingdom,2012,1,0,1,18.8
26,United Kingdom,2013,1,0,1,21
26,United Kingdom,2014,1,0,1,24.2
26,United Kingdom,2015,1,0,1,27.8
26,United Kingdom,2016,1,0,1,27
26,United Kingdom,2017,1,0,1,27.2
26,United Kingdom,2018,1,0,1,29.9
26,United Kingdom,2019,1,0,1,32.6
