id,unit,time,treat,treatq,treatd,valueFOC2,valueMOC2,valuefratioOC2,valueFOC9,valueMOC9,valuefratioOC9
1,Austria,224,0,0,0,213,301.7,41.383331,76.5,95.6,44.450901
1,Austria,225,0,0,0,217,300.7,41.916168,75.4,103.8,42.075893
1,Austria,226,0,0,0,217.4,306,41.53611,83.9,112,42.827972
1,Austria,227,0,0,0,221.3,302.7,42.232826,72.2,106.5,40.402908
1,Austria,228,0,0,0,223.3,298.8,42.769585,66,105.3,38.528896
1,Austria,229,0,0,0,229.2,308.7,42.610149,72.6,113.1,39.095314
1,Austria,230,1,1,0,230.1,310.4,42.571693,82.3,121.3,40.422398
1,Austria,231,1,1,0,240.1,313.9,43.339352,73.6,118.4,38.333332
1,Austria,232,1,1,0,277.1,319.5,46.446529,74.1,109.4,40.38147
1,Austria,233,1,1,0,274.8,328.3,45.564583,78,123.2,38.767395
1,Austria,234,1,1,0,281.9,344.5,45.003193,81.8,125.1,39.536007
1,Austria,235,1,1,0,276.2,346.1,44.383739,77,115.2,40.062435
1,Austria,236,1,1,0,275.1,346,44.292385,77,106.9,41.870583
2,Belgium,172,0,0,0,279.7,334.2,45.561165,58.4,184.1,24.082474
2,Belgium,173,0,0,0,282.1,313.3,47.379913,57,176.1,24.453024
2,Belgium,174,0,0,0,313.2,350.9,47.161572,64.9,183.1,26.169355
2,Belgium,175,0,0,0,307.7,337.7,47.675861,68.8,160.7,29.978214
2,Belgium,176,0,0,0,309.3,349.7,46.93475,62.6,155.9,28.649885
2,Belgium,177,0,0,0,307.6,348,46.918854,72.2,162.1,30.815195
2,Belgium,178,0,0,0,305,369.4,45.225384,61.9,182.8,25.296282
2,Belgium,179,0,0,0,294.6,329.6,47.196411,67.9,159.5,29.85928
2,Belgium,180,0,0,0,305.8,369.5,45.283577,58.4,150.7,27.92922
2,Belgium,181,0,0,0,312.2,360.2,46.430695,66.1,155.1,29.88246
2,Belgium,182,0,0,0,308.6,366.2,45.732067,60.9,154.3,28.299257
2,Belgium,183,0,0,0,334.4,388.4,46.264526,56.1,142.7,28.219316
2,Belgium,184,0,0,0,309.9,365.3,45.897511,59.4,163.9,26.600985
2,Belgium,185,0,0,0,331.6,358.7,48.037086,59.3,169.3,25.940508
2,Belgium,186,0,0,0,333.6,364.3,47.800545,64.1,178.3,26.443895
2,Belgium,187,0,0,0,358.4,402.3,47.114498,65.3,172.1,27.506319
2,Belgium,188,0,0,0,328.2,382.2,46.199326,66.4,196.2,25.285606
2,Belgium,189,0,0,0,331.6,348.4,48.764706,69.9,175.8,28.449329
2,Belgium,190,0,0,0,334.4,385.4,46.457348,71.9,156,31.548925
2,Belgium,191,0,0,0,365.7,381.7,48.929623,79.6,170.9,31.776447
2,Belgium,192,0,0,0,359,374.6,48.936749,64.1,159.3,28.692928
2,Belgium,193,0,0,0,360.7,357.3,50.236771,70.1,152.4,31.505617
2,Belgium,194,0,0,0,358.4,401.4,47.170307,81.4,163.8,33.197392
2,Belgium,195,0,0,0,335.6,375.1,47.22105,80.9,163.7,33.074406
2,Belgium,196,0,0,0,362.6,392.8,48.00106,74.6,156.5,32.280399
2,Belgium,197,0,0,0,356.3,375.5,48.688168,75.1,165.3,31.239601
2,Belgium,198,0,0,0,354.6,410.7,46.33477,68.9,146.1,32.046513
2,Belgium,199,0,0,0,342.2,387.5,46.895985,72.6,159.7,31.252691
2,Belgium,200,0,0,0,352.9,417.1,45.831169,77.3,161.5,32.370186
2,Belgium,201,0,0,0,368.8,413.8,47.124969,63,160.8,28.150133
2,Belgium,202,0,0,0,370.2,391.4,48.608192,82.6,170.9,32.583828
2,Belgium,203,0,0,0,392.2,403.7,49.277546,77.1,152.7,33.550915
2,Belgium,204,0,0,0,323.6,358.4,47.448681,84.9,128.6,39.765808
2,Belgium,205,0,0,0,342,396.7,46.29755,89,121.3,42.320496
2,Belgium,206,1,1,0,317.6,393.3,44.675762,96.2,139.7,40.779991
2,Belgium,207,1,1,0,338.9,375.9,47.411865,90.5,139.2,39.399216
2,Belgium,208,1,1,0,280.7,387.5,42.008381,89.4,134.7,39.892906
2,Belgium,209,1,1,0,355.4,406.8,46.628181,96.4,131.6,42.280701
2,Belgium,210,1,1,0,366.3,403.3,47.596153,83.3,129.8,39.08963
2,Belgium,211,1,1,0,371.7,411.7,47.447025,93.3,122.3,43.274582
2,Belgium,212,1,1,0,355.6,400.5,47.030815,84.7,114.5,42.520081
2,Belgium,213,1,1,0,349.2,427.2,44.976814,107.7,136.2,44.15744
2,Belgium,214,1,1,0,381.8,404.1,48.581245,86.3,144.8,37.34314
2,Belgium,215,1,1,0,378.7,425.2,47.107849,85.1,134,38.840714
2,Belgium,216,1,1,0,414.6,431.9,48.978146,92.9,121.2,43.390938
2,Belgium,217,1,1,0,389.4,452.8,46.23605,103.1,121.6,45.8834
2,Belgium,218,1,1,0,400.1,425.3,48.473469,93.7,134.9,40.988625
2,Belgium,219,1,1,0,400.3,443.5,47.440151,91.3,138.6,39.712917
2,Belgium,220,1,1,0,400.7,415.2,49.111412,88,135.9,39.303261
2,Belgium,221,1,1,0,392.6,432.8,47.564816,89.1,133.1,40.09901
2,Belgium,222,1,1,0,382.2,445.9,46.153847,90.2,159.8,36.080002
2,Belgium,223,1,1,0,386.4,414,48.275864,98.8,133.4,42.549526
2,Belgium,224,1,1,0,404.9,431.7,48.398277,98.4,153.2,39.109699
2,Belgium,225,1,1,0,412.1,409.3,50.170441,88.7,152.5,36.77446
2,Belgium,226,1,1,0,419.4,439.8,48.812851,82.5,136.4,37.688442
2,Belgium,227,1,1,0,419.1,480.3,46.597733,92.2,155.6,37.207424
2,Belgium,228,1,1,0,420.6,489,46.240105,82.7,132.7,38.393684
2,Belgium,229,1,1,0,427.6,489.2,46.640488,80.2,132,37.794533
2,Belgium,230,1,1,0,440.4,483.5,47.667496,98.4,141.1,41.085594
2,Belgium,231,1,1,0,434.8,505.8,46.225815,92.6,144.9,38.989475
2,Belgium,232,1,1,0,435.1,480.7,47.510372,91.2,125.9,42.008289
2,Belgium,233,1,1,0,428.5,496.8,46.309303,92.8,131.7,41.336304
2,Belgium,234,1,1,0,433.5,483.3,47.284031,92.9,135,40.763493
2,Belgium,235,1,1,0,463.2,506.2,47.782135,92.6,137.5,40.243374
2,Belgium,236,1,1,0,446.4,507.2,46.81208,95.4,132.1,41.934067
3,Bulgaria,172,0,0,0,218,105.3,67.429634,116.2,154.5,42.925747
3,Bulgaria,173,0,0,0,211.8,105.4,66.771751,127.4,173.9,42.28344
3,Bulgaria,174,0,0,0,207.8,109.7,65.448822,139,190.7,42.159538
3,Bulgaria,175,0,0,0,212,106,66.666664,136,177.5,43.38118
3,Bulgaria,176,0,0,0,204,107.9,65.405579,124.9,177.1,41.357616
3,Bulgaria,177,0,0,0,204.2,109,65.19796,143.4,193.7,42.539307
3,Bulgaria,178,0,0,0,213.6,113.2,65.361076,162,208.7,43.701107
3,Bulgaria,179,0,0,0,220.7,115,65.743225,142.4,208,40.639271
3,Bulgaria,180,0,0,0,212.3,107.8,66.323021,112,179.2,38.46154
3,Bulgaria,181,0,0,0,215.5,118.8,64.463058,133.3,190.4,41.180103
3,Bulgaria,182,0,0,0,225.3,124.1,64.481972,141.6,206.9,40.631275
3,Bulgaria,183,0,0,0,227.5,112.9,66.833138,133,204.3,39.430775
3,Bulgaria,184,0,0,0,243.4,115.1,67.894005,130,190,40.625
3,Bulgaria,185,0,0,0,249.8,120.1,67.531769,147,195.5,42.919708
3,Bulgaria,186,0,0,0,249.3,118.5,67.781403,162.7,200.2,44.833286
3,Bulgaria,187,0,0,0,252.4,128.4,66.281509,151.6,202.7,42.788597
3,Bulgaria,188,0,0,0,271.7,133.7,67.020226,141.8,199.2,41.583576
3,Bulgaria,189,0,0,0,260,128.1,66.993042,163.4,209,43.877552
3,Bulgaria,190,0,0,0,246.5,129.6,65.541077,178.1,219.2,44.827587
3,Bulgaria,191,0,0,0,258.5,136.8,65.393372,176.5,224.1,44.05891
3,Bulgaria,192,0,0,0,274.8,140.5,66.169037,171.5,230.6,42.651081
3,Bulgaria,193,0,0,0,275.3,138.7,66.497581,174.2,249.2,41.143127
3,Bulgaria,194,0,0,0,266.6,129,67.391304,185,246,42.923435
3,Bulgaria,195,0,0,0,270.1,137.6,66.249695,182.5,229.2,44.328396
3,Bulgaria,196,0,0,0,276.6,139.8,66.426514,171.5,216.3,44.223827
3,Bulgaria,197,0,0,0,270.8,144.3,65.237289,172.9,231.2,42.786438
3,Bulgaria,198,0,0,0,259.5,137.5,65.365242,173.2,231.3,42.818295
3,Bulgaria,199,0,0,0,266,132.8,66.700104,160.8,213.8,42.925789
3,Bulgaria,200,0,0,0,269.8,137.9,66.176109,152.6,198.7,43.438656
3,Bulgaria,201,0,0,0,268.7,136.6,66.29657,153.5,212.7,41.916985
3,Bulgaria,202,0,0,0,264.7,115.9,69.54808,160.6,217.4,42.486771
3,Bulgaria,203,0,0,0,270.2,120.3,69.193344,153.4,198.4,43.604321
3,Bulgaria,204,0,0,0,320.9,142.6,69.234085,106.2,147.8,41.811024
3,Bulgaria,205,0,0,0,317.7,141.5,69.185539,107.6,153.9,41.147228
3,Bulgaria,206,0,0,0,312.3,126,71.252563,113.6,177.2,39.064648
3,Bulgaria,207,0,0,0,307.4,130.9,70.134613,109,166.9,39.507069
3,Bulgaria,208,0,0,0,304.8,134.2,69.430527,119,138.5,46.213593
3,Bulgaria,209,0,0,0,306.9,129.6,70.30928,127.3,154.7,45.141846
3,Bulgaria,210,0,0,0,299.2,134.3,69.019608,119,174.9,40.489964
3,Bulgaria,211,0,0,0,302.6,149.9,66.872925,111.2,161.7,40.747528
3,Bulgaria,212,0,0,0,301.2,140.2,68.237427,116.5,148.7,43.929111
3,Bulgaria,213,0,0,0,303.5,140,68.432922,118.2,175.4,40.258854
3,Bulgaria,214,0,0,0,306.9,140.4,68.611671,117.5,190.4,38.161739
3,Bulgaria,215,0,0,0,313.1,145.6,68.258118,110.2,164.8,40.072727
3,Bulgaria,216,0,0,0,322.9,152.6,67.907463,104.7,158.3,39.809887
3,Bulgaria,217,0,0,0,325.3,170.7,65.584679,112.3,180,38.419434
3,Bulgaria,218,0,0,0,329.1,154.9,67.995865,124.2,191.3,39.366085
3,Bulgaria,219,0,0,0,345.8,150.1,69.731804,104.6,166.3,38.612034
3,Bulgaria,220,0,0,0,346.6,161.6,68.201492,99.8,164.3,37.788715
3,Bulgaria,221,0,0,0,333.3,167.9,66.500397,108.2,179.3,37.634781
3,Bulgaria,222,0,0,0,340.7,164.3,67.465347,118.7,186,38.956352
3,Bulgaria,223,0,0,0,347.6,164.5,67.877365,110.5,180.3,37.998623
3,Bulgaria,224,0,0,0,336.1,171.7,66.187477,101.7,175.8,36.648647
3,Bulgaria,225,0,0,0,335.4,166.4,66.839378,110.4,185.9,37.259533
3,Bulgaria,226,0,0,0,336.2,162.8,67.374748,115.2,190.1,37.733376
3,Bulgaria,227,0,0,0,338.2,160.7,67.789139,103.6,178,36.789772
3,Bulgaria,228,0,0,0,329,164.6,66.65316,107.6,174,38.210228
3,Bulgaria,229,0,0,0,331.3,165.7,66.659958,121.2,197.6,38.017567
3,Bulgaria,230,0,0,0,335.2,167.2,66.719742,124.2,220,36.083672
3,Bulgaria,231,0,0,0,339.9,165.2,67.293602,111.8,205.4,35.245903
3,Bulgaria,232,0,0,0,340.1,171.5,66.477715,110,191.4,36.496349
3,Bulgaria,233,0,0,0,325.6,182.8,64.04406,121.4,205.1,37.182236
3,Bulgaria,234,0,0,0,338.4,179.1,65.391304,133.7,232.5,36.510105
3,Bulgaria,235,0,0,0,349.6,172.6,66.947533,125.2,223.7,35.884209
3,Bulgaria,236,0,0,0,335.2,182.8,64.710426,123.9,208.8,37.240757
4,Czech Republic,172,0,0,0,214.3,225,48.782154,129.9,98.2,56.948708
4,Czech Republic,173,0,0,0,221,230.1,48.991356,124.9,97,56.286617
4,Czech Republic,174,0,0,0,224.9,231.7,49.255367,126.4,96.1,56.80899
4,Czech Republic,175,0,0,0,225.9,231.8,49.355473,127.5,96.9,56.81818
4,Czech Republic,176,0,0,0,231,232.1,49.881237,122,89,57.819904
4,Czech Republic,177,0,0,0,230.7,227.2,50.382179,120.8,94.3,56.159927
4,Czech Republic,178,0,0,0,234.2,224.6,51.046207,120.5,96.1,55.632504
4,Czech Republic,179,0,0,0,236.4,232.6,50.405117,117.1,98.8,54.238071
4,Czech Republic,180,0,0,0,237.5,239.2,49.82169,111.9,95.7,53.901733
4,Czech Republic,181,0,0,0,236.4,244.3,49.17828,116.3,99.3,53.942486
4,Czech Republic,182,0,0,0,236.4,245.7,49.035469,118.5,100.8,54.035568
4,Czech Republic,183,0,0,0,234.4,247.2,48.671097,119.9,98.8,54.823959
4,Czech Republic,184,0,0,0,232.5,246.5,48.538624,119.9,96.5,55.406654
4,Czech Republic,185,0,0,0,236.7,240.5,49.601845,119.2,98.7,54.703991
4,Czech Republic,186,0,0,0,239.9,246.7,49.301273,119.3,102.9,53.690369
4,Czech Republic,187,0,0,0,238.6,247.7,49.064365,113.3,101.9,52.648701
4,Czech Republic,188,0,0,0,245.2,249.8,49.535355,106.5,100.9,51.350048
4,Czech Republic,189,0,0,0,256,243.1,51.292328,106.9,103.3,50.856327
4,Czech Republic,190,0,0,0,250.2,251.2,49.90028,108.6,106.2,50.558659
4,Czech Republic,191,0,0,0,253.2,246,50.721153,106.8,101.8,51.198467
4,Czech Republic,192,0,0,0,255.1,245.9,50.918163,108.9,103.8,51.198872
4,Czech Republic,193,0,0,0,256.2,244.5,51.168365,112.4,104.9,51.725723
4,Czech Republic,194,0,0,0,259.9,254.2,50.554367,117.3,109.2,51.788078
4,Czech Republic,195,0,0,0,262,261,50.095604,121.7,108.4,52.890049
4,Czech Republic,196,0,0,0,256.9,266.5,49.08292,111.9,103.3,51.998142
4,Czech Republic,197,0,0,0,258.1,274.7,48.442192,114.2,103.6,52.433426
4,Czech Republic,198,0,0,0,256.8,277.6,48.053894,117.3,101.5,53.610603
4,Czech Republic,199,0,0,0,251.4,280.1,47.300095,110.2,92.3,54.419754
4,Czech Republic,200,0,0,0,205.9,255.3,44.644405,104.4,86.1,54.80315
4,Czech Republic,201,0,0,0,212.8,252.5,45.733936,110.6,87.4,55.858585
4,Czech Republic,202,0,0,0,209.9,250,45.640358,111.5,91.7,54.872047
4,Czech Republic,203,0,0,0,217.4,256.7,45.855305,111.4,85.8,56.490871
4,Czech Republic,204,0,0,0,281.8,267.8,51.273655,132,82.2,61.624649
4,Czech Republic,205,0,0,0,291.7,270.4,51.89468,141,83.7,62.750332
4,Czech Republic,206,0,0,0,296.1,271.8,52.139462,144.6,86.2,62.651646
4,Czech Republic,207,0,0,0,323.2,276.8,53.866665,138.4,82.6,62.624435
4,Czech Republic,208,0,0,0,329.3,283.1,53.772045,134.1,82,62.054604
4,Czech Republic,209,0,0,0,333.2,274.6,54.820663,130.3,87,59.963184
4,Czech Republic,210,0,0,0,335.2,287.6,53.821453,129.2,92.9,58.171993
4,Czech Republic,211,0,0,0,346.3,288.6,54.544022,121.6,86.5,58.433445
4,Czech Republic,212,0,0,0,341.9,293.1,53.842518,118.5,84.4,58.403152
4,Czech Republic,213,0,0,0,349.6,295.8,54.167957,126.2,96.1,56.77013
4,Czech Republic,214,0,0,0,354.6,299.7,54.195324,131.4,100.9,56.564789
4,Czech Republic,215,0,0,0,355,304.7,53.81234,131.3,101.2,56.473118
4,Czech Republic,216,0,0,0,355,313.6,53.09602,130.3,92.6,58.456707
4,Czech Republic,217,0,0,0,361.6,315.7,53.388454,128.9,95.8,57.365376
4,Czech Republic,218,0,0,0,362.9,321.4,53.032295,129.9,97,57.249889
4,Czech Republic,219,0,0,0,370.3,321.7,53.511562,129.8,92.1,58.494816
4,Czech Republic,220,0,0,0,374,315,54.281567,131.4,92.2,58.765652
4,Czech Republic,221,0,0,0,376.1,313.4,54.546772,131,100.4,56.611927
4,Czech Republic,222,0,0,0,375.7,329.8,53.253014,138.7,101.1,57.839867
4,Czech Republic,223,0,0,0,372.5,330.1,53.017365,134,92.5,59.161148
4,Czech Republic,224,0,0,0,372.1,334.3,52.675537,138,90,60.526318
4,Czech Republic,225,0,0,0,369.5,334,52.523098,145.2,89.1,61.971832
4,Czech Republic,226,0,0,0,372.6,348.2,51.692562,145.8,89.2,62.042553
4,Czech Republic,227,0,0,0,376.3,343.5,52.278412,143,89.7,61.452515
4,Czech Republic,228,0,0,0,367,355.4,50.802879,133.7,88.7,60.116905
4,Czech Republic,229,0,0,0,357.2,349.6,50.537636,135.7,89.1,60.364769
4,Czech Republic,230,0,0,0,365.3,356.4,50.6166,129,94,57.847534
4,Czech Republic,231,0,0,0,365,372.2,49.511665,126.7,92.8,57.722095
4,Czech Republic,232,0,0,0,379,376.1,50.192028,122.7,87.9,58.262108
4,Czech Republic,233,0,0,0,391.4,362.6,51.909813,126.6,99.4,56.0177
4,Czech Republic,234,0,0,0,399.6,368,52.058365,132,100.9,56.676685
4,Czech Republic,235,0,0,0,406.2,372.2,52.183968,143.3,98.1,59.362053
4,Czech Republic,236,0,0,0,393.2,375.9,51.124691,146.4,97.8,59.950859
5,Denmark,172,0,0,0,134,214,38.505749,52.1,105.3,33.10038
5,Denmark,173,0,0,0,138,212.4,39.38356,53.3,96.4,35.604542
5,Denmark,174,0,0,0,133.9,219.7,37.867645,63.2,115.3,35.406162
5,Denmark,175,0,0,0,130.5,220.3,37.200684,64.9,100.6,39.2145
5,Denmark,176,0,0,0,134.9,224.2,37.566139,53.5,111.5,32.424244
5,Denmark,177,0,0,0,143.8,217.6,39.789707,56.7,110.4,33.931778
5,Denmark,178,0,0,0,148.6,203.3,42.227905,62.7,116.7,34.949833
5,Denmark,179,0,0,0,135.2,206.4,39.578453,54.8,99.9,35.423401
5,Denmark,180,0,0,0,154.9,215.5,41.819653,52.2,98.6,34.615383
5,Denmark,181,0,0,0,145.9,227.2,39.104797,53.5,118.7,31.068525
5,Denmark,182,0,0,0,159.1,225.5,41.367653,60.4,120.1,33.462605
5,Denmark,183,0,0,0,147,227.6,39.241859,51.8,107,32.619648
5,Denmark,184,0,0,0,148.8,228.5,39.438114,56,88.8,38.674034
5,Denmark,185,0,0,0,153.3,220.1,41.055168,56.3,105.3,34.839108
5,Denmark,186,0,0,0,162.8,231.4,41.298832,49.9,117.8,29.755516
5,Denmark,187,0,0,0,156.6,233.4,40.153847,51.5,113.6,31.193216
5,Denmark,188,0,0,0,152.9,216.4,41.402653,60.8,116.8,34.234234
5,Denmark,189,0,0,0,143.7,209.3,40.708214,61.4,125.4,32.869377
5,Denmark,190,0,0,0,132.4,196.7,40.230934,69.3,123.1,36.018711
5,Denmark,191,0,0,0,146.3,211.5,40.888763,64.3,117.7,35.32967
5,Denmark,192,0,0,0,154.2,219,41.318329,59.3,117.4,33.559704
5,Denmark,193,0,0,0,151.2,222.7,40.438622,54.5,114.4,32.267612
5,Denmark,194,0,0,0,148.3,227.9,39.420521,65.2,129.2,33.539093
5,Denmark,195,0,0,0,149.7,224.3,40.026737,63.1,121.7,34.145023
5,Denmark,196,0,0,0,156.1,221.5,41.340042,46.7,98.4,32.1847
5,Denmark,197,0,0,0,158.9,218,42.159725,53.3,91.9,36.707989
5,Denmark,198,0,0,0,170,221.6,43.411644,54.9,101.1,35.192307
5,Denmark,199,0,0,0,161.8,230.4,41.254463,51.4,104.3,33.012203
5,Denmark,200,0,0,0,157,235.2,40.030598,43,107,28.666666
5,Denmark,201,0,0,0,165.3,233.1,41.490963,46.1,104,30.712858
5,Denmark,202,0,0,0,175,234.7,42.71418,43.3,104.2,29.355932
5,Denmark,203,0,0,0,167.9,235.3,41.641865,42.5,100.3,29.761906
5,Denmark,204,0,0,0,258.7,284.2,47.651501,52.5,92.1,36.307053
5,Denmark,205,0,0,0,258.7,278.7,48.139187,53.3,95.3,35.868103
5,Denmark,206,0,0,0,269.1,272,49.732029,58.9,89,39.824207
5,Denmark,207,0,0,0,274.1,281.4,49.342934,45.7,84.4,35.126827
5,Denmark,208,0,0,0,276.3,291.1,48.695805,46.7,83.9,35.758041
5,Denmark,209,0,0,0,285.3,290.1,49.582897,53.7,85,38.716656
5,Denmark,210,0,0,0,294.2,282.2,51.040943,53,88.5,37.45583
5,Denmark,211,1,0,1,305.8,293.2,51.051754,50.9,89.1,36.357143
5,Denmark,212,1,0,1,289.8,302.1,48.960972,50.8,77.2,39.6875
5,Denmark,213,1,0,1,305.1,293.2,50.994484,51.2,80.6,38.846737
5,Denmark,214,1,0,1,306.4,280.7,52.188725,56.5,85.9,39.676968
5,Denmark,215,1,0,1,299.6,292.5,50.59956,54.6,89.5,37.890354
5,Denmark,216,1,0,1,296,299.8,49.681103,50.2,80.8,38.32061
5,Denmark,217,1,0,1,297.8,297.4,50.033604,58.1,94.5,38.073395
5,Denmark,218,1,0,1,302.8,280.2,51.938251,65.4,102.4,38.974972
5,Denmark,219,1,0,1,306.6,282.2,52.07201,54.8,99.2,35.584415
5,Denmark,220,1,0,1,301.7,277,52.134094,52.5,94.4,35.738598
5,Denmark,221,1,0,1,306.2,275,52.684101,60.2,99.9,37.601498
5,Denmark,222,1,0,1,297,279,51.5625,61.8,107.2,36.568047
5,Denmark,223,1,0,1,311.2,286.9,52.031433,58.3,101.9,36.39201
5,Denmark,224,1,0,1,280.4,285.6,49.540634,58.3,93,38.532715
5,Denmark,225,1,0,1,285.6,282.5,50.272839,62,113.3,35.367939
5,Denmark,226,1,0,1,296.4,297.6,49.898991,63.7,112.6,36.131596
5,Denmark,227,1,0,1,285.8,296.2,49.106529,59.1,113.8,34.181606
5,Denmark,228,1,0,1,281.9,274.5,50.664989,52.5,95.2,35.545025
5,Denmark,229,1,0,1,308.9,297.8,50.914783,53.5,110.5,32.621952
5,Denmark,230,1,0,1,310.8,295,51.304062,59.8,109.9,35.238655
5,Denmark,231,1,0,1,322.8,290.4,52.64188,59.9,115.8,34.092201
5,Denmark,232,1,0,1,309.8,307.3,50.20256,54.4,104.2,34.300125
5,Denmark,233,1,0,1,324.7,299.1,52.051941,68.2,104.4,39.513325
5,Denmark,234,1,0,1,342.6,306.1,52.81332,66.9,116.8,36.418072
5,Denmark,235,1,0,1,331.2,312.7,51.436558,62,111.5,35.734871
5,Denmark,236,1,0,1,329.2,310.2,51.485767,61.6,106.4,36.666668
6,Estonia,172,0,0,0,49.3,25.6,65.821098,27.5,22,55.555557
6,Estonia,173,0,0,0,41.9,25.8,61.890694,29.2,28,51.04895
6,Estonia,174,0,0,0,49.1,31.8,60.692211,34.7,28.8,54.645668
6,Estonia,175,0,0,0,42.9,24,64.125557,31.8,21.2,60
6,Estonia,176,0,0,0,45.5,22.7,66.715546,38.1,28.6,57.121441
6,Estonia,177,0,0,0,48.9,19.8,71.179039,34.1,25.7,57.023411
6,Estonia,178,0,0,0,48.6,24.9,66.122452,35.2,19.9,63.883846
6,Estonia,179,0,0,0,51.9,30.8,62.756954,35.8,24.1,59.766277
6,Estonia,180,0,0,0,42.1,24.5,63.213215,34.6,23.5,59.552494
6,Estonia,181,0,0,0,54.1,24,69.270164,37.9,26,59.311424
6,Estonia,182,0,0,0,53.6,30.7,63.582443,34.9,20.9,62.544804
6,Estonia,183,0,0,0,55.4,21.7,71.854736,32.1,21.8,59.554729
6,Estonia,184,0,0,0,53,24.2,68.652847,29.3,22.7,56.346153
6,Estonia,185,0,0,0,59.6,26.7,69.061417,26.2,17.7,59.681095
6,Estonia,186,0,0,0,58.2,34.7,62.64801,28.9,23.1,55.576923
